; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/data/sequences/peak-motifs_test_maxlen1000.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/results/discovered_motifs/positions_6nt_m1/peak-motifs_positions_6nt_m1.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/results/discovered_motifs/positions_6nt_m1/peak-motifs_positions_6nt_m1_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/data/sequences/peak-motifs_test_maxlen1000.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/results/discovered_motifs/positions_6nt_m1/peak-motifs_positions_6nt_m1.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/results/discovered_motifs/positions_6nt_m1/peak-motifs_positions_6nt_m1_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26223
;		c	0.24007
;		g	0.23539
;		t	0.26231
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name            	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	positions_6nt_m1	10	4	1	-25.700	11.200	36.900	a:0.262 c:0.240 g:0.235 t:0.262 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
positions_6nt_m1	-5.0	693	199970	15914	7.371620e-02	8.143469e-02	17580.28	1.000000e+00	1.360000e+02	-2.13	1
positions_6nt_m1	-4.9	616	200586	15298	7.086279e-02	7.800980e-02	16840.91	1.000000e+00	1.360000e+02	-2.13	2
positions_6nt_m1	-4.8	693	201279	14605	6.765270e-02	7.516617e-02	16227.02	1.000000e+00	1.360000e+02	-2.13	3
positions_6nt_m1	-4.7	606	201885	13999	6.484561e-02	7.201084e-02	15545.84	1.000000e+00	1.360000e+02	-2.13	4
positions_6nt_m1	-4.6	534	202419	13465	6.237204e-02	6.902197e-02	14900.60	1.000000e+00	1.360000e+02	-2.13	5
positions_6nt_m1	-4.5	512	202931	12953	6.000037e-02	6.662985e-02	14384.19	1.000000e+00	1.360000e+02	-2.13	6
positions_6nt_m1	-4.4	427	203358	12526	5.802244e-02	6.381181e-02	13775.82	1.000000e+00	1.360000e+02	-2.13	7
positions_6nt_m1	-4.3	447	203805	12079	5.595186e-02	6.174112e-02	13328.80	1.000000e+00	1.360000e+02	-2.13	8
positions_6nt_m1	-4.2	399	204204	11680	5.410363e-02	5.967150e-02	12882.00	1.000000e+00	1.360000e+02	-2.13	9
positions_6nt_m1	-4.1	384	204588	11296	5.232488e-02	5.738341e-02	12388.04	1.000000e+00	1.360000e+02	-2.13	10
positions_6nt_m1	-4.0	325	204913	10971	5.081943e-02	5.586148e-02	12059.49	1.000000e+00	1.360000e+02	-2.13	11
positions_6nt_m1	-3.9	266	205179	10705	4.958727e-02	5.393929e-02	11644.52	1.000000e+00	1.360000e+02	-2.13	12
positions_6nt_m1	-3.8	310	205489	10395	4.815130e-02	5.248903e-02	11331.44	1.000000e+00	1.360000e+02	-2.13	13
positions_6nt_m1	-3.7	250	205739	10145	4.699326e-02	5.099514e-02	11008.93	1.000000e+00	1.360000e+02	-2.13	14
positions_6nt_m1	-3.6	251	205990	9894	4.583059e-02	4.977572e-02	10745.68	1.000000e+00	1.360000e+02	-2.13	15
positions_6nt_m1	-3.5	262	206252	9632	4.461697e-02	4.846461e-02	10462.64	1.000000e+00	1.360000e+02	-2.13	16
positions_6nt_m1	-3.4	243	206495	9389	4.349135e-02	4.698428e-02	10143.06	1.000000e+00	1.360000e+02	-2.13	17
positions_6nt_m1	-3.3	267	206762	9122	4.225456e-02	4.577882e-02	9882.82	1.000000e+00	1.360000e+02	-2.13	18
positions_6nt_m1	-3.2	240	207002	8882	4.114285e-02	4.461722e-02	9632.05	1.000000e+00	1.360000e+02	-2.13	19
positions_6nt_m1	-3.1	235	207237	8647	4.005429e-02	4.341731e-02	9373.02	1.000000e+00	1.360000e+02	-2.13	20
positions_6nt_m1	-3.0	222	207459	8425	3.902595e-02	4.220220e-02	9110.70	1.000000e+00	1.360000e+02	-2.13	21
positions_6nt_m1	-2.9	283	207742	8142	3.771505e-02	4.081646e-02	8811.54	1.000000e+00	1.360000e+02	-2.13	22
positions_6nt_m1	-2.8	297	208039	7845	3.633930e-02	3.953573e-02	8535.05	1.000000e+00	1.360000e+02	-2.13	23
positions_6nt_m1	-2.7	275	208314	7570	3.506545e-02	3.812958e-02	8231.49	1.000000e+00	1.360000e+02	-2.13	24
positions_6nt_m1	-2.6	321	208635	7249	3.357853e-02	3.691733e-02	7969.79	1.000000e+00	1.360000e+02	-2.13	25
positions_6nt_m1	-2.5	322	208957	6927	3.208697e-02	3.543714e-02	7650.24	1.000000e+00	1.360000e+02	-2.13	26
positions_6nt_m1	-2.4	345	209302	6582	3.048888e-02	3.384982e-02	7307.57	1.000000e+00	1.360000e+02	-2.13	27
positions_6nt_m1	-2.3	289	209591	6293	2.915018e-02	3.232737e-02	6978.90	1.000000e+00	1.360000e+02	-2.13	28
positions_6nt_m1	-2.2	238	209829	6055	2.804773e-02	3.095457e-02	6682.53	1.000000e+00	1.360000e+02	-2.13	29
positions_6nt_m1	-2.1	293	210122	5762	2.669051e-02	2.948022e-02	6364.25	1.000000e+00	1.360000e+02	-2.13	30
positions_6nt_m1	-2.0	304	210426	5458	2.528233e-02	2.798670e-02	6041.83	1.000000e+00	1.360000e+02	-2.13	31
positions_6nt_m1	-1.9	264	210690	5194	2.405944e-02	2.662674e-02	5748.23	1.000000e+00	1.360000e+02	-2.13	32
positions_6nt_m1	-1.8	293	210983	4901	2.270222e-02	2.511492e-02	5421.86	1.000000e+00	1.360000e+02	-2.13	33
positions_6nt_m1	-1.7	266	211249	4635	2.147006e-02	2.385893e-02	5150.71	1.000000e+00	1.360000e+02	-2.13	34
positions_6nt_m1	-1.6	248	211497	4387	2.032129e-02	2.269873e-02	4900.25	1.000000e+00	1.360000e+02	-2.13	35
