#score	occ	co	cco	dCDF
-49.3	3	3	20796871	1
-49.2	1	4	20796870	1
-49.1	7	11	20796863	0.999999
-49	8	19	20796855	0.999999
-48.9	9	28	20796846	0.999999
-48.8	21	49	20796825	0.999998
-48.7	33	82	20796792	0.999996
-48.6	80	162	20796712	0.999992
-48.5	52	214	20796660	0.99999
-48.4	86	300	20796574	0.999986
-48.3	229	529	20796345	0.999975
-48.2	209	738	20796136	0.999965
-48.1	479	1217	20795657	0.999941
-48	433	1650	20795224	0.999921
-47.9	417	2067	20794807	0.999901
-47.8	733	2800	20794074	0.999865
-47.7	668	3468	20793406	0.999833
-47.6	1085	4553	20792321	0.999781
-47.5	807	5360	20791514	0.999742
-47.4	1044	6404	20790470	0.999692
-47.3	1126	7530	20789344	0.999638
-47.2	1247	8777	20788097	0.999578
-47.1	1416	10193	20786681	0.99951
-47	1534	11727	20785147	0.999436
-46.9	1818	13545	20783329	0.999349
-46.8	1892	15437	20781437	0.999258
-46.7	2284	17721	20779153	0.999148
-46.6	2432	20153	20776721	0.999031
-46.5	2506	22659	20774215	0.99891
-46.4	2762	25421	20771453	0.998778
-46.3	2917	28338	20768536	0.998637
-46.2	3144	31482	20765392	0.998486
-46.1	3345	34827	20762047	0.998325
-46	3449	38276	20758598	0.99816
-45.9	4065	42341	20754533	0.997964
-45.8	4071	46412	20750462	0.997768
-45.7	4341	50753	20746121	0.99756
-45.6	4604	55357	20741517	0.997338
-45.5	4875	60232	20736642	0.997104
-45.4	5140	65372	20731502	0.996857
-45.3	5469	70841	20726033	0.996594
-45.2	5589	76430	20720444	0.996325
-45.1	5826	82256	20714618	0.996045
-45	6080	88336	20708538	0.995752
-44.9	6772	95108	20701766	0.995427
-44.8	6956	102064	20694810	0.995092
-44.7	6999	109063	20687811	0.994756
-44.6	7052	116115	20680759	0.994417
-44.5	7740	123855	20673019	0.994045
-44.4	7810	131665	20665209	0.993669
-44.3	8399	140064	20656810	0.993265
-44.2	8128	148192	20648682	0.992874
-44.1	8707	156899	20639975	0.992456
-44	8783	165682	20631192	0.992033
-43.9	9078	174760	20622114	0.991597
-43.8	9341	184101	20612773	0.991148
-43.7	9581	193682	20603192	0.990687
-43.6	10028	203710	20593164	0.990205
-43.5	10345	214055	20582819	0.989707
-43.4	10607	224662	20572212	0.989197
-43.3	10743	235405	20561469	0.988681
-43.2	11101	246506	20550368	0.988147
-43.1	11400	257906	20538968	0.987599
-43	11376	269282	20527592	0.987052
-42.9	11495	280777	20516097	0.986499
-42.8	11822	292599	20504275	0.985931
-42.7	12048	304647	20492227	0.985351
-42.6	12125	316772	20480102	0.984768
-42.5	12422	329194	20467680	0.984171
-42.4	12679	341873	20455001	0.983561
-42.3	12779	354652	20442222	0.982947
-42.2	12720	367372	20429502	0.982335
-42.1	12722	380094	20416780	0.981724
-42	12649	392743	20404131	0.981115
-41.9	12859	405602	20391272	0.980497
-41.8	12936	418538	20378336	0.979875
-41.7	12896	431434	20365440	0.979255
-41.6	12728	444162	20352712	0.978643
-41.5	12740	456902	20339972	0.97803
-41.4	12695	469597	20327277	0.97742
-41.3	12710	482307	20314567	0.976809
-41.2	12548	494855	20302019	0.976205
-41.1	12577	507432	20289442	0.975601
-41	12917	520349	20276525	0.974979
-40.9	12766	533115	20263759	0.974366
-40.8	12972	546087	20250787	0.973742
-40.7	13932	560019	20236855	0.973072
-40.6	13441	573460	20223414	0.972426
-40.5	13568	587028	20209846	0.971773
-40.4	13573	600601	20196273	0.971121
-40.3	14013	614614	20182260	0.970447
-40.2	14513	629127	20167747	0.969749
-40.1	14853	643980	20152894	0.969035
-40	15437	659417	20137457	0.968292
-39.9	16106	675523	20121351	0.967518
-39.8	16856	692379	20104495	0.966708
-39.7	17441	709820	20087054	0.965869
-39.6	17811	727631	20069243	0.965012
-39.5	18906	746537	20050337	0.964103
-39.4	20057	766594	20030280	0.963139
-39.3	20861	787455	20009419	0.962136
