#score	occ	co	cco	dCDF
-51.4	2	2	21141176	1
-51.3	4	6	21141172	1
-51.2	4	10	21141168	1
-51.1	18	28	21141150	0.999999
-51	0	28	21141150	0.999999
-50.9	13	41	21141137	0.999998
-50.8	11	52	21141126	0.999998
-50.7	53	105	21141073	0.999995
-50.6	66	171	21141007	0.999992
-50.5	59	230	21140948	0.999989
-50.4	665	895	21140283	0.999958
-50.3	84	979	21140199	0.999954
-50.2	257	1236	21139942	0.999942
-50.1	126	1362	21139816	0.999936
-50	194	1556	21139622	0.999926
-49.9	239	1795	21139383	0.999915
-49.8	206	2001	21139177	0.999905
-49.7	247	2248	21138930	0.999894
-49.6	222	2470	21138708	0.999883
-49.5	427	2897	21138281	0.999863
-49.4	314	3211	21137967	0.999848
-49.3	483	3694	21137484	0.999825
-49.2	434	4128	21137050	0.999805
-49.1	413	4541	21136637	0.999785
-49	495	5036	21136142	0.999762
-48.9	453	5489	21135689	0.99974
-48.8	467	5956	21135222	0.999718
-48.7	504	6460	21134718	0.999694
-48.6	593	7053	21134125	0.999666
-48.5	500	7553	21133625	0.999643
-48.4	765	8318	21132860	0.999607
-48.3	529	8847	21132331	0.999582
-48.2	691	9538	21131640	0.999549
-48.1	616	10154	21131024	0.99952
-48	772	10926	21130252	0.999483
-47.9	836	11762	21129416	0.999444
-47.8	844	12606	21128572	0.999404
-47.7	882	13488	21127690	0.999362
-47.6	1033	14521	21126657	0.999313
-47.5	958	15479	21125699	0.999268
-47.4	1015	16494	21124684	0.99922
-47.3	1116	17610	21123568	0.999167
-47.2	1162	18772	21122406	0.999112
-47.1	1214	19986	21121192	0.999055
-47	1266	21252	21119926	0.998995
-46.9	1365	22617	21118561	0.99893
-46.8	1561	24178	21117000	0.998856
-46.7	1457	25635	21115543	0.998787
-46.6	1672	27307	21113871	0.998708
-46.5	2056	29363	21111815	0.998611
-46.4	1976	31339	21109839	0.998518
-46.3	2180	33519	21107659	0.998415
-46.2	2261	35780	21105398	0.998308
-46.1	2470	38250	21102928	0.998191
-46	2415	40665	21100513	0.998077
-45.9	2623	43288	21097890	0.997952
-45.8	2998	46286	21094892	0.997811
-45.7	3104	49390	21091788	0.997664
-45.6	3325	52715	21088463	0.997507
-45.5	3562	56277	21084901	0.997338
-45.4	3563	59840	21081338	0.99717
-45.3	3921	63761	21077417	0.996984
-45.2	3917	67678	21073500	0.996799
-45.1	4339	72017	21069161	0.996594
-45	3931	75948	21065230	0.996408
-44.9	4756	80704	21060474	0.996183
-44.8	4476	85180	21055998	0.995971
-44.7	4343	89523	21051655	0.995765
-44.6	4426	93949	21047229	0.995556
-44.5	4328	98277	21042901	0.995351
-44.4	4931	103208	21037970	0.995118
-44.3	4680	107888	21033290	0.994897
-44.2	4814	112702	21028476	0.994669
-44.1	5445	118147	21023031	0.994412
