#score	occ	co	cco	dCDF
-33.2	1	1	20796873	1
-33.1	0	1	20796873	1
-33	1	2	20796872	1
-32.9	2	4	20796870	1
-32.8	2	6	20796868	1
-32.7	6	12	20796862	0.999999
-32.6	2	14	20796860	0.999999
-32.5	2	16	20796858	0.999999
-32.4	1	17	20796857	0.999999
-32.3	6	23	20796851	0.999999
-32.2	4	27	20796847	0.999999
-32.1	7	34	20796840	0.999998
-32	6	40	20796834	0.999998
-31.9	4	44	20796830	0.999998
-31.8	9	53	20796821	0.999997
-31.7	7	60	20796814	0.999997
-31.6	17	77	20796797	0.999996
-31.5	16	93	20796781	0.999996
-31.4	18	111	20796763	0.999995
-31.3	15	126	20796748	0.999994
-31.2	21	147	20796727	0.999993
-31.1	29	176	20796698	0.999992
-31	37	213	20796661	0.99999
-30.9	25	238	20796636	0.999989
-30.8	54	292	20796582	0.999986
-30.7	45	337	20796537	0.999984
-30.6	45	382	20796492	0.999982
-30.5	74	456	20796418	0.999978
-30.4	77	533	20796341	0.999974
-30.3	81	614	20796260	0.99997
-30.2	79	693	20796181	0.999967
-30.1	91	784	20796090	0.999962
-30	132	916	20795958	0.999956
-29.9	141	1057	20795817	0.999949
-29.8	161	1218	20795656	0.999941
-29.7	150	1368	20795506	0.999934
-29.6	219	1587	20795287	0.999924
-29.5	230	1817	20795057	0.999913
-29.4	205	2022	20794852	0.999903
-29.3	256	2278	20794596	0.99989
-29.2	297	2575	20794299	0.999876
-29.1	288	2863	20794011	0.999862
-29	329	3192	20793682	0.999847
-28.9	408	3600	20793274	0.999827
-28.8	432	4032	20792842	0.999806
-28.7	502	4534	20792340	0.999782
-28.6	509	5043	20791831	0.999758
-28.5	575	5618	20791256	0.99973
-28.4	585	6203	20790671	0.999702
-28.3	662	6865	20790009	0.99967
-28.2	720	7585	20789289	0.999635
-28.1	784	8369	20788505	0.999598
-28	945	9314	20787560	0.999552
-27.9	1054	10368	20786506	0.999501
-27.8	996	11364	20785510	0.999454
-27.7	1143	12507	20784367	0.999399
-27.6	1269	13776	20783098	0.999338
-27.5	1409	15185	20781689	0.99927
-27.4	1479	16664	20780210	0.999199
-27.3	1534	18198	20778676	0.999125
-27.2	1777	19975	20776899	0.99904
-27.1	1828	21803	20775071	0.998952
-27	1939	23742	20773132	0.998858
-26.9	2174	25916	20770958	0.998754
-26.8	2386	28302	20768572	0.998639
-26.7	2480	30782	20766092	0.99852
-26.6	2711	33493	20763381	0.99839
-26.5	2955	36448	20760426	0.998247
-26.4	3058	39506	20757368	0.9981
-26.3	3248	42754	20754120	0.997944
-26.2	3479	46233	20750641	0.997777
-26.1	3712	49945	20746929	0.997598
-26	4208	54153	20742721	0.997396
-25.9	4275	58428	20738446	0.997191
-25.8	4787	63215	20733659	0.99696
-25.7	5030	68245	20728629	0.996718
-25.6	5160	73405	20723469	0.99647
-25.5	5673	79078	20717796	0.996198
-25.4	6067	85145	20711729	0.995906
-25.3	6158	91303	20705571	0.99561
-25.2	6654	97957	20698917	0.99529
