#score	occ	co	cco	dCDF
-50.6	6	6	21141172	1
-50.5	14	20	21141158	0.999999
-50.4	19	39	21141139	0.999998
-50.3	9	48	21141130	0.999998
-50.2	13	61	21141117	0.999997
-50.1	17	78	21141100	0.999996
-50	24	102	21141076	0.999995
-49.9	19	121	21141057	0.999994
-49.8	29	150	21141028	0.999993
-49.7	32	182	21140996	0.999991
-49.6	61	243	21140935	0.999989
-49.5	38	281	21140897	0.999987
-49.4	53	334	21140844	0.999984
-49.3	58	392	21140786	0.999981
-49.2	71	463	21140715	0.999978
-49.1	72	535	21140643	0.999975
-49	77	612	21140566	0.999971
-48.9	73	685	21140493	0.999968
-48.8	67	752	21140426	0.999964
-48.7	81	833	21140345	0.999961
-48.6	75	908	21140270	0.999957
-48.5	78	986	21140192	0.999953
-48.4	51	1037	21140141	0.999951
-48.3	116	1153	21140025	0.999945
-48.2	141	1294	21139884	0.999939
-48.1	129	1423	21139755	0.999933
-48	167	1590	21139588	0.999925
-47.9	163	1753	21139425	0.999917
-47.8	228	1981	21139197	0.999906
-47.7	196	2177	21139001	0.999897
-47.6	238	2415	21138763	0.999886
-47.5	249	2664	21138514	0.999874
-47.4	213	2877	21138301	0.999864
-47.3	200	3077	21138101	0.999854
-47.2	194	3271	21137907	0.999845
-47.1	211	3482	21137696	0.999835
-47	279	3761	21137417	0.999822
-46.9	234	3995	21137183	0.999811
-46.8	298	4293	21136885	0.999797
-46.7	361	4654	21136524	0.99978
-46.6	348	5002	21136176	0.999763
-46.5	355	5357	21135821	0.999747
-46.4	401	5758	21135420	0.999728
-46.3	423	6181	21134997	0.999708
-46.2	457	6638	21134540	0.999686
-46.1	458	7096	21134082	0.999664
-46	563	7659	21133519	0.999638
-45.9	649	8308	21132870	0.999607
-45.8	735	9043	21132135	0.999572
-45.7	856	9899	21131279	0.999532
-45.6	1059	10958	21130220	0.999482
-45.5	1069	12027	21129151	0.999431
-45.4	1541	13568	21127610	0.999358
-45.3	1301	14869	21126309	0.999297
-45.2	1506	16375	21124803	0.999225
-45.1	1273	17648	21123530	0.999165
-45	1570	19218	21121960	0.999091
-44.9	1583	20801	21120377	0.999016
-44.8	1657	22458	21118720	0.998938
-44.7	1691	24149	21117029	0.998858
-44.6	1779	25928	21115250	0.998774
-44.5	2129	28057	21113121	0.998673
-44.4	2396	30453	21110725	0.99856
-44.3	2535	32988	21108190	0.99844
